Service Level 1,Service Level 2,Service Level 3,Service Level 4,Service Level 5
Analytics,Azure Data Factory v2,,SSIS Standard E-series v3 VM,E2 v3
Analytics,Azure Data Factory v2,,SSIS Standard E-series v3 VM,E32 v3
Analytics,Azure Data Factory v2,,SSIS Standard E-series v3 VM,E4 v3
Analytics,Azure Data Factory v2,,SSIS Standard E-series v3 VM,E64 v3
Analytics,Azure Data Factory v2,,SSIS Standard E-series v3 VM,E64i v3
Analytics,Azure Data Factory v2,,SSIS Standard E-series v3 VM,E8 v3
Analytics,Azure Data Factory v2,,SSIS Standard E-series v4 VM,E80ids v4
Analytics,Azure Data Share,,Azure Data Share,Dataset Snapshots
Analytics,Azure Data Share,,Azure Data Share,Snapshot Execution
Analytics,Azure Databricks,,Azure Databricks,Premium
Analytics,Azure Databricks,,Azure Databricks,Premium - Free Trial
Analytics,Azure Databricks,,Azure Databricks,Premium Advanced Compute
Analytics,Azure Databricks,,Azure Databricks,Premium Advanced Compute Photon
Analytics,Azure Databricks,,Azure Databricks,Premium Core Compute
Analytics,Azure Databricks,,Azure Databricks,Premium Core Compute Photon
Analytics,Azure Databricks,,Azure Databricks,Premium Pro Compute
Analytics,Azure Databricks,,Azure Databricks,Premium Pro Compute Photon
Analytics,Azure Databricks,,Azure Databricks,Standard
Analytics,Azure Databricks,,Azure Databricks,Standard - Free Trial
Analytics,Azure Databricks,,Azure Databricks Reservation,Standard
Analytics,Azure Purview,,Azure Purview Data Map,Catalog Insights
Analytics,Azure Purview,,Azure Purview Data Map,Data Map Enrichment - Insight Generation
Analytics,Azure Purview,,Azure Purview Data Map,Resource Set
Analytics,Azure Purview,,Azure Purview Data Map,Standard
Analytics,Azure Purview,,Azure Purview Scanning Ingestion and Classification,PowerBI
Analytics,Azure Purview,,Azure Purview Scanning Ingestion and Classification,SQL Server
Analytics,Azure Purview,,Azure Purview Scanning Ingestion and Classification,Standard
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Data Explorer,1 vCore
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Data Flow - Basic,vCore
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Data Flow - Compute Optimized,vCore
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Data Flow - Standard,vCore
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Hyperscale,vCore
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Managed VNET,Standard
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Pipelines,Azure Hosted IR
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Pipelines,Azure Hosted Managed VNET IR
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Pipelines,Operations
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Pipelines,Self Hosted IR
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Reservation,Standard
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Serverless Apache Spark Pool - GPU,vCore
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Serverless SQL Pool,Standard
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics SQL Disaster Recovery Storage,Standard
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics SQL Provisioned Disaster Recovery Storage,Standard
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics SQL Provisioned Disaster Recovery Storage Gen3,Standard
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics SQL Provisioned DWU,DWU
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics SQL Provisioned DWU Gen3,DWU
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics SQL Provisioned Storage,Standard
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics SQL Provisioned Storage Gen3,Standard
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics SQL Storage,Standard
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Storage,Standard
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics T-SQL Streaming,1 vCore
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Dedicated SQL Pool,DW100c
Analytics,Azure Synapse Analytics,,Azure Synapse Analytics Serverless Apache Spark Pool - Memory Optimized,vCore
Analytics,Azure Synapse Analytics,,Azure Synapse Anaytics Compute Optimized Gen2,DWU100
Analytics,Azure Synapse Analytics,,Azure Synapse Link for Azure SQL,Azure Synapse Link for Azure SQL
Analytics,Azure Synapse Analytics,,Azure Synapse Link for SQL,Azure Synapse Link for SQL (SQL Database)
Analytics,Azure Synapse Analytics,,Azure Synapse Link for SQL,Azure Synapse Link for SQL Server
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise A-series v2 VM,A4 v2
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise A-series v2 VM,A8 v2
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise D-series v2 VM,D1 v2
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise D-series v2 VM,D2 v2
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise D-series v2 VM,D3 v2
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise D-series v2 VM,D4 v2
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise D-series v3 VM,D16 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise D-series v3 VM,D2 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise D-series v3 VM,D32 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise D-series v3 VM,D4 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise D-series v3 VM,D64 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise D-series v3 VM,D8 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise E-series v3 VM,E16 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise E-series v3 VM,E2 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise E-series v3 VM,E32 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise E-series v3 VM,E4 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise E-series v3 VM,E64 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise E-series v3 VM,E64i v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise E-series v3 VM,E8 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Enterprise E-series v4 VM,E80ids v4
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard A-series v2 VM,A4 v2
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard A-series v2 VM,A8 v2
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard D-series v2 VM,D1 v2
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard D-series v2 VM,D2 v2
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard D-series v2 VM,D3 v2
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard D-series v2 VM,D4 v2
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard D-series v3 VM,D16 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard D-series v3 VM,D2 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard D-series v3 VM,D32 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard D-series v3 VM,D4 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard D-series v3 VM,D64 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard D-series v3 VM,D8 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard E-series v3 VM,E16 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard E-series v3 VM,E2 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard E-series v3 VM,E32 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard E-series v3 VM,E4 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard E-series v3 VM,E64 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard E-series v3 VM,E64i v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard E-series v3 VM,E8 v3
Analytics,Azure Synapse Analytics,,Azure Synapse SSIS Standard E-series v4 VM,E80ids v4
Analytics,Data Catalog,,Data Catalog,Standard
Analytics,Data Lake Analytics,,Data Lake Analytics,100 AU
Analytics,Data Lake Analytics,,Data Lake Analytics,1000 AU
Analytics,Data Lake Analytics,,Data Lake Analytics,10000 AU
Analytics,Data Lake Analytics,,Data Lake Analytics,100000 AU
Analytics,Data Lake Analytics,,Data Lake Analytics,500 AU
Analytics,Data Lake Analytics,,Data Lake Analytics,5000 AU
Analytics,Data Lake Analytics,,Data Lake Analytics,50000 AU
Analytics,Data Lake Analytics,,Data Lake Analytics,500000 AU
Analytics,Data Lake Analytics,,Data Lake Analytics,Pay-as-you-go
Analytics,Data Lake Analytics,,Data Lake Analytics,Standard
Analytics,Data Lake Store,,Data Lake Store,1 PB
Analytics,Data Lake Store,,Data Lake Store,1 TB
Analytics,Data Lake Store,,Data Lake Store,10 TB
Analytics,Data Lake Store,,Data Lake Store,100 TB
Analytics,Data Lake Store,,Data Lake Store,5 PB
Analytics,Data Lake Store,,Data Lake Store,500 TB
Analytics,Data Lake Store,,Data Lake Store,Pay-as-you-go
Analytics,Data Lake Store,,Data Lake Store,Standard
Analytics,HDInsight,,HDInsight,Hilo Standard Markup
Analytics,HDInsight,,HDInsight A Series,A9
Analytics,HDInsight,,HDInsight A Series Windows,A8
Analytics,HDInsight,,HDInsight A Series Windows,A9
Analytics,HDInsight,,HDInsight Add-on Software,Enterprise Security Package
Analytics,HDInsight,,HDInsight Add-on Software,Kafka
Analytics,HDInsight,,HDInsight Add-on Software,R Server
Analytics,HDInsight,,HDInsight Storage,P30
Analytics,HDInsight,,HDInsight Storage,P30 - ZRS
Analytics,HDInsight,,HDInsight Storage,S30
Analytics,HDInsight,Compute optimized,HDInsight F Series,F1
Analytics,HDInsight,Compute optimized,HDInsight F Series,F16
Analytics,HDInsight,Compute optimized,HDInsight F Series,F2
Analytics,HDInsight,Compute optimized,HDInsight F Series,F4
Analytics,HDInsight,Compute optimized,HDInsight F Series,F8
Analytics,HDInsight,Compute optimized,HDInsight FSv2 Series,F16s v2
Analytics,HDInsight,Compute optimized,HDInsight FSv2 Series,F2s v2
Analytics,HDInsight,Compute optimized,HDInsight FSv2 Series,F32s v2
Analytics,HDInsight,Compute optimized,HDInsight FSv2 Series,F4s v2
Analytics,HDInsight,Compute optimized,HDInsight FSv2 Series,F64s v2
Analytics,HDInsight,Compute optimized,HDInsight FSv2 Series,F72s v2
Analytics,HDInsight,Compute optimized,HDInsight FSv2 Series,F8s v2
Analytics,HDInsight,General purpose,HDInsight A Series,A1
Analytics,HDInsight,General purpose,HDInsight A Series,A2
Analytics,HDInsight,General purpose,HDInsight A Series,A3
Analytics,HDInsight,General purpose,HDInsight A Series,A4
Analytics,HDInsight,General purpose,HDInsight A Series,A5
Analytics,HDInsight,General purpose,HDInsight A Series,A6
Analytics,HDInsight,General purpose,HDInsight A Series,A7
Analytics,HDInsight,General purpose,HDInsight A Series Windows,A1
Analytics,HDInsight,General purpose,HDInsight A Series Windows,A2
Analytics,HDInsight,General purpose,HDInsight A Series Windows,A3
Analytics,HDInsight,General purpose,HDInsight A Series Windows,A4
Analytics,HDInsight,General purpose,HDInsight A Series Windows,A5
Analytics,HDInsight,General purpose,HDInsight A Series Windows,A6
Analytics,HDInsight,General purpose,HDInsight A Series Windows,A7
Analytics,HDInsight,General purpose,HDInsight Av2 Series,A1 v2
Analytics,HDInsight,General purpose,HDInsight Av2 Series,A2 v2
Analytics,HDInsight,General purpose,HDInsight Av2 Series,A2m v2
Analytics,HDInsight,General purpose,HDInsight Av2 Series,A4 v2
Analytics,HDInsight,General purpose,HDInsight Av2 Series,A4m v2
Analytics,HDInsight,General purpose,HDInsight Av2 Series,A8 v2
Analytics,HDInsight,General purpose,HDInsight Av2 Series,A8m v2
Analytics,HDInsight,General purpose,HDInsight D Series,D1
Analytics,HDInsight,General purpose,HDInsight D Series,D16a v4/D16as v4
Analytics,HDInsight,General purpose,HDInsight D Series,D2
Analytics,HDInsight,General purpose,HDInsight D Series,D2a v4/D2as v4
Analytics,HDInsight,General purpose,HDInsight D Series,D3
Analytics,HDInsight,General purpose,HDInsight D Series,D32a v4/D32as v4
Analytics,HDInsight,General purpose,HDInsight D Series,D4
Analytics,HDInsight,General purpose,HDInsight D Series,D48a v4/D48as v4
Analytics,HDInsight,General purpose,HDInsight D Series,D4a v4/D4as v4
Analytics,HDInsight,General purpose,HDInsight D Series,D5
Analytics,HDInsight,General purpose,HDInsight D Series,D64a v4/D64as v4
Analytics,HDInsight,General purpose,HDInsight D Series,D8a v4/D8as v4
Analytics,HDInsight,General purpose,HDInsight D Series,D96a v4/D96as v4
Analytics,HDInsight,General purpose,HDInsight D Series Windows,D1
Analytics,HDInsight,General purpose,HDInsight D Series Windows,D2
Analytics,HDInsight,General purpose,HDInsight D Series Windows,D3
Analytics,HDInsight,General purpose,HDInsight D Series Windows,D4
Analytics,HDInsight,General purpose,HDInsight D Series Windows,D5
Analytics,HDInsight,General purpose,HDInsight ID Broker,A2 v2
Analytics,HDInsight,GPU,HDInsight NC Series,NC12
Analytics,HDInsight,GPU,HDInsight NC Series,NC24
Analytics,HDInsight,GPU,HDInsight NC Series,NC24r
Analytics,HDInsight,GPU,HDInsight NC Series,NC6
Analytics,HDInsight,High performance compute,HDInsight A Series,A10
Analytics,HDInsight,High performance compute,HDInsight A Series,A11
Analytics,HDInsight,High performance compute,HDInsight A Series Windows,A10
Analytics,HDInsight,Memory optimized,HDInsight D Series,D11
Analytics,HDInsight,Memory optimized,HDInsight D Series,D12
Analytics,HDInsight,Memory optimized,HDInsight D Series,D13
Analytics,HDInsight,Memory optimized,HDInsight D Series,D14
Analytics,HDInsight,Memory optimized,HDInsight D Series Windows,D11
Analytics,HDInsight,Memory optimized,HDInsight D Series Windows,D12
Analytics,HDInsight,Memory optimized,HDInsight D Series Windows,D13
Analytics,HDInsight,Memory optimized,HDInsight D Series Windows,D14
Analytics,HDInsight,Memory optimized,HDInsight Eav4/Easv4 Series,E16a v4/E16as v4
Analytics,HDInsight,Memory optimized,HDInsight Eav4/Easv4 Series,E20a v4/E20as v4
Analytics,HDInsight,Memory optimized,HDInsight Eav4/Easv4 Series,E2a v4/E2as v4
Analytics,HDInsight,Memory optimized,HDInsight Eav4/Easv4 Series,E32a v4/E32as v4
Analytics,HDInsight,Memory optimized,HDInsight Eav4/Easv4 Series,E48a v4/E48as v4
Analytics,HDInsight,Memory optimized,HDInsight Eav4/Easv4 Series,E4a v4/E4as v4
Analytics,HDInsight,Memory optimized,HDInsight Eav4/Easv4 Series,E64a v4/E64as v4
Analytics,HDInsight,Memory optimized,HDInsight Eav4/Easv4 Series,E8a v4/E8as v4
Analytics,HDInsight,Memory optimized,HDInsight Eav4/Easv4 Series,E96a v4/E96as v4
Analytics,HDInsight,Memory optimized,HDInsight ESv3 Series,Esv3 Type1
Analytics,HDInsight,Memory optimized,HDInsight ESv3 Series,Esv3 Type2
Analytics,HDInsight,Memory optimized,HDInsight Ev3 Series,E16 v3
Analytics,HDInsight,Memory optimized,HDInsight Ev3 Series,E2 v3
Analytics,HDInsight,Memory optimized,HDInsight Ev3 Series,E20 v3
Analytics,HDInsight,Memory optimized,HDInsight Ev3 Series,E32 v3
Analytics,HDInsight,Memory optimized,HDInsight Ev3 Series,E4 v3
Analytics,HDInsight,Memory optimized,HDInsight Ev3 Series,E64 v3
Analytics,HDInsight,Memory optimized,HDInsight Ev3 Series,E64i v3
Analytics,HDInsight,Memory optimized,HDInsight Ev3 Series,E8 v3
Analytics,HDInsight,Memory optimized,HDInsight G Series,G1
Analytics,HDInsight,Memory optimized,HDInsight G Series,G2
Analytics,HDInsight,Memory optimized,HDInsight G Series,G3
Analytics,HDInsight,Memory optimized,HDInsight G Series,G4
Analytics,HDInsight,Memory optimized,HDInsight G Series,G5
Analytics,Kusto,,Kusto,Standard
Analytics,Microsoft Graph data connect,,Microsoft Graph data connect,Standard
Analytics,Power BI,,Power BI Premium,Autoscale
